record_id,institution_id,department,course_id,faculty_id,semester,course_level,class_size,attendance_rate,student_engagement_score,lms_login_frequency,learning_material_views,assignment_submission_rate,assignment_average_score,quiz_average_score,midterm_exam_score,final_exam_score,course_completion_rate,discussion_forum_activity,student_question_count,faculty_response_time_hr,feedback_submission_rate,course_evaluation_score,teaching_material_quality,lecture_delivery_score,interactive_teaching_score,practical_session_score,assessment_fairness_score,curriculum_coverage_pct,technology_usage_score,student_satisfaction_score,faculty_experience_years,faculty_training_hours,peer_review_score,classroom_interaction_rate,academic_support_sessions,learning_outcome_achievement,instructional_effectiveness_score,overall_teaching_index,teaching_quality_level
4150,INST_04,Biotechnology,COURSE_063,FAC_0451,Semester 2,Postgraduate,179,69.58,87.84,38,140,97.54,61.91,49.12,45.03,71.16,76.67,285,49,8.71,23.19,2.39,92.28,62.33,73.78,77.97,46.52,61.29,20.32,70.33,2,49.34,1.84,67.33,46,98.96,45.33,86.59,Good
8012,INST_13,Information Technology,COURSE_137,FAC_0440,Semester 4,Undergraduate,95,64.16,35.32,12,235,90.34,78.96,49.22,97.33,86.77,47.32,74,17,5.9,96.79,2.73,65.38,83.39,66.01,46.57,71.88,91.96,26.16,95.71,28,115.17,4.5,98.6,48,74.19,74.61,49.63,Average
3438,INST_13,Physics,COURSE_144,FAC_0232,Semester 3,Postgraduate,140,58.94,37.6,78,181,71.4,55.45,65.33,59.45,48.68,57.51,157,24,46.5,73.47,3.97,75.65,53.3,85.32,89.18,66.51,87.34,22.06,79.26,7,92.56,3.13,93.96,23,96.96,54.29,65.37,Average
5285,INST_14,Biotechnology,COURSE_030,FAC_0167,Semester 2,Undergraduate,21,99.94,92.76,58,330,48.71,43.19,37.45,77.35,75.82,45.27,227,30,58.07,72.4,3.89,71.66,91.23,91.77,73.75,75.08,92.49,36.06,30.12,2,77.47,4.24,93.2,23,75.82,90.33,68.25,Good
11934,INST_02,Civil Engineering,COURSE_094,FAC_0317,Semester 1,Postgraduate,34,70.54,46.1,60,338,89.14,68.74,34.46,41.65,88.47,71,233,7,44.62,94.32,3.91,98.26,48.59,37.58,95.63,49.46,89.6,67.18,40.41,25,83.41,2.64,94.64,24,91.55,96.89,94.08,Average
11848,INST_15,Business Administration,COURSE_022,FAC_0348,Semester 3,Undergraduate,59,62.5,60.81,89,414,68.01,90.78,36.34,87.01,52.63,99.35,293,65,47.15,65.59,4.41,75.76,90.28,76.11,59.13,50.67,87.7,39.3,54.04,35,34.94,1.27,49.61,40,66.28,75.82,57.45,Average
264,INST_03,Information Technology,COURSE_154,FAC_0337,Semester 1,Postgraduate,159,62.76,49.48,71,428,90.56,56.47,60.37,42.01,27.33,67.38,289,25,53.46,55.06,3.54,91.78,59.59,99.23,59.18,80.7,60.35,62.35,58.36,24,7.21,1.15,54.57,28,88.95,63.41,86,Average
13260,INST_12,Civil Engineering,COURSE_038,FAC_0523,Semester 2,Postgraduate,178,57.45,63.27,144,450,86.64,61.09,62.96,78.74,98.55,92.5,52,39,59.83,64.86,2.53,79.26,91.91,44.92,50.06,84.05,88.17,48.28,88.09,27,115.61,4.59,24.18,48,90.81,77.08,91.78,Good
3284,INST_06,Mathematics,COURSE_048,FAC_0127,Semester 4,Undergraduate,101,96.01,88.43,103,45,89.27,33.17,59.26,26.87,43.35,66.83,290,6,30.33,91.27,4.32,47.03,67.38,49.18,76.99,94.41,85.92,72.49,97.94,11,82.67,4.09,43.14,5,58.79,41.08,92.1,Good
8731,INST_18,Economics,COURSE_079,FAC_0406,Semester 3,Postgraduate,70,67.42,84.83,52,69,68.08,36.93,57.98,78.46,88.27,88.78,157,58,28.93,22.44,3.88,40.48,61.9,92.4,57.56,42.12,67.77,92.22,53.26,29,106.19,4.86,87.4,27,40.37,99.92,58.87,Average
14979,INST_18,Computer Science,COURSE_187,FAC_0331,Semester 1,Postgraduate,76,92.6,73.27,108,214,81.09,46,66.02,59.01,95.51,98.24,212,73,61.73,62.46,2.05,62.78,47.32,63.26,80.74,55.62,79.41,49.21,91.21,7,113.65,1.53,90.37,20,96.21,88.24,35.78,Average
9965,INST_15,Civil Engineering,COURSE_064,FAC_0130,Semester 2,Undergraduate,94,61.62,73.21,18,241,87.95,31.1,30.56,66.95,46.83,76.64,178,26,69.59,53.43,4.46,46.68,72.34,42.34,30.16,73.26,64.92,44.49,88.82,26,56.15,2.94,52.76,27,97.27,61.87,93.25,Average
3489,INST_08,Information Technology,COURSE_195,FAC_0203,Semester 4,Postgraduate,40,81.62,64.7,145,32,49.25,51.79,80.64,47.1,63.87,46.98,144,52,24.07,56.36,3.56,43.13,69.27,56.07,39.52,65.03,92.34,81.75,30.71,12,25.85,2.17,55.93,45,77.82,52.2,63.25,Average
12296,INST_02,Business Administration,COURSE_020,FAC_0493,Semester 2,Undergraduate,145,67.03,65.48,6,100,93.28,32.04,53.94,89.46,27.39,48.54,168,5,63.09,93.99,1.77,72.6,75.39,46.85,81.28,54.87,83.23,49.77,85.12,1,61.15,1.8,95.66,42,89.8,77.97,34.91,Poor
6108,INST_16,Information Technology,COURSE_001,FAC_0385,Semester 4,Doctoral,55,73.76,86.95,28,133,75.37,62.49,51.47,87.95,42.71,51.08,210,32,59.02,97.15,2.62,75.75,70.14,88.51,77.05,82.75,63.53,88.02,40.38,12,54.27,1.41,40.56,25,44.27,68.54,70.62,Good
7145,INST_12,Chemistry,COURSE_079,FAC_0509,Semester 1,Undergraduate,34,82.7,39.37,78,201,56.88,86.44,82.66,40.13,68.77,66.07,200,36,29.2,45.61,1.88,75.27,69.69,54.64,79.84,62.12,81.53,29.31,88.71,20,80.98,1.42,84.1,8,75.33,71.92,95.85,Good
8325,INST_11,Biotechnology,COURSE_073,FAC_0460,Semester 4,Postgraduate,158,99.32,70.64,40,449,70.06,89.06,32.54,58.27,33.1,55.42,287,13,50.84,50.21,3.4,76.73,55,40.28,47.18,69.18,87.45,82.78,83.93,22,109.55,3.26,73.58,29,86.27,91.86,71.41,Average
12566,INST_13,Chemistry,COURSE_179,FAC_0058,Semester 1,Postgraduate,140,99.35,77.34,92,333,49.47,90.87,58.87,70.97,86.08,67.29,206,52,26.51,73.94,4.04,57.64,61.38,42.55,98.83,67.73,82.09,35.95,57.46,3,7.23,1.28,28.63,16,94.28,46.06,59.34,Good
132,INST_07,Information Technology,COURSE_025,FAC_0525,Semester 2,Undergraduate,33,61.02,89.98,18,290,58.26,61.48,35.61,51.13,48.08,49.01,280,58,44.35,27.41,1.67,55.42,54.12,57.18,58.43,64.42,76.11,87.95,50.27,15,75.24,2.42,94.55,40,66.37,78.57,61.91,Average
5013,INST_05,Economics,COURSE_115,FAC_0172,Semester 2,Undergraduate,82,86.89,51.85,132,484,86.31,66.1,71.89,40.77,82.54,57.25,133,32,20.92,68.3,4.24,63.8,72.63,62.67,34.24,49.74,69.56,35.43,36.42,11,14.32,4.75,71.18,10,76.83,56.99,82.52,Average
14529,INST_16,Mechanical Engineering,COURSE_142,FAC_0340,Semester 1,Doctoral,112,88.43,88.74,72,358,61.87,61.76,45.37,78.41,35.97,87.85,48,31,8.77,29.03,1.59,72.45,80.04,36.69,76.81,49.9,60.93,81.82,56.71,27,40.51,1.67,41.27,14,42.47,96.42,92.06,Good
12425,INST_13,Biotechnology,COURSE_094,FAC_0286,Semester 2,Undergraduate,177,77.34,85.78,13,86,73.95,65.71,67.61,56.6,75.42,82.59,69,4,0.73,61.21,3.91,61.58,72.14,55.61,79.58,59.3,99.15,81.75,32.02,19,28.37,3.14,28.48,23,69.83,84.66,33.82,Good
5598,INST_02,Business Administration,COURSE_045,FAC_0151,Semester 4,Postgraduate,69,93.03,76.33,77,90,48.83,65.92,82.31,28.17,34.99,44.75,295,70,7.73,75.35,1.78,59.06,43.02,53.99,84.45,95.7,98.58,21.2,40.39,29,1.05,4.39,35.43,42,42.05,74.91,71.3,Average
10335,INST_06,Electronics,COURSE_094,FAC_0001,Semester 4,Doctoral,66,78.98,93.66,34,92,87.5,63.71,62.71,49.49,98.36,80.7,69,68,51.71,79.96,1.88,47.2,50.94,47.76,65.06,96.29,81.65,23.05,94.18,18,107.18,3.78,72.23,28,79.28,51.54,99.44,Good
13651,INST_19,Economics,COURSE_117,FAC_0497,Semester 2,Doctoral,153,55.94,42.08,46,428,58.47,81.4,90.02,83,37.72,96.4,203,53,1.44,74.97,4.23,97.96,79.35,57.5,83.31,70.97,66.92,69.91,41.7,13,38.89,3.67,46.96,7,66.22,50.93,38.82,Average
2092,INST_14,Mechanical Engineering,COURSE_113,FAC_0528,Semester 2,Undergraduate,27,87.06,61.73,33,29,64.23,71.24,49.45,63.28,85.24,62.79,6,26,32.89,51.89,4.03,42.44,61.89,48.83,63.64,78.49,86.23,45.79,95,19,38.72,1.29,25.86,16,40.06,80.54,55.08,Good
13477,INST_12,Electronics,COURSE_098,FAC_0201,Semester 2,Undergraduate,162,56.52,61.99,91,279,48.17,73.05,88.68,66.3,80.55,78.29,82,36,30.18,77.28,3.07,65.97,77.14,81.72,90.15,81.92,66.58,99.8,69.33,23,49.66,2.17,38.57,4,63.4,99.77,34.16,Average
7972,INST_10,Economics,COURSE_040,FAC_0575,Semester 4,Postgraduate,158,56.15,59.81,129,473,76.91,33.45,60.18,40.46,63.9,46.36,278,67,57.62,99.87,3.49,83.68,95.01,67.82,45.19,92.76,66.14,59.35,55.07,34,24.07,2.91,90.72,40,65.66,73.36,90.44,Average
11683,INST_20,Civil Engineering,COURSE_085,FAC_0577,Semester 2,Undergraduate,92,61.42,49.72,142,346,85.14,96.45,36.59,90.73,89.11,63.76,60,24,17.93,23.94,2.71,70.55,93.04,71.24,48.69,52.6,95.95,41.52,36.76,10,36.31,3.91,57.14,50,51.37,90.56,30.91,Average
1025,INST_01,Biotechnology,COURSE_083,FAC_0130,Semester 2,Undergraduate,92,97.16,94.82,149,63,90.83,91.37,98.07,94.68,68.31,50.05,298,39,21.6,66.64,4.72,86.17,74.7,61.48,96.85,66.72,94.88,46.6,98.4,18,0.82,5,68.48,4,84.18,79.33,91.6,Excellent
9724,INST_09,Biotechnology,COURSE_054,FAC_0413,Semester 1,Postgraduate,127,80.19,60.88,106,396,88.24,75.98,59.32,34.46,30.84,88.65,128,71,30.86,51.16,1.63,98.3,56.33,63.49,56.13,89.89,63.06,36.82,98.19,15,110.78,2.1,52.05,40,83.73,39.49,86.47,Average
5153,INST_13,Computer Science,COURSE_070,FAC_0143,Semester 1,Undergraduate,111,87.56,86.98,82,406,62.71,63.52,66.06,73.2,95.34,65.28,218,35,30.38,80.7,3.4,56.33,98.67,66.12,92.17,44.79,80.52,61.06,30.91,21,10.69,4.94,77.46,11,54.77,53.33,90.2,Good
13158,INST_19,Business Administration,COURSE_032,FAC_0568,Semester 1,Doctoral,134,90.77,71.15,71,275,52.58,46.27,32.35,92.28,68.97,92.25,272,24,20.49,26.75,1.49,43.72,87.37,69.46,76.88,65.33,60.22,98.23,79.35,25,54.4,2.28,22.76,33,81.06,59.82,45.18,Average
12236,INST_06,Business Administration,COURSE_005,FAC_0279,Semester 4,Doctoral,130,56.87,96.14,78,488,86.51,88.1,53.79,86.76,30.65,60.09,113,79,1.64,54.04,1.81,90.25,68.95,75.64,49.61,69.82,97.76,36.85,45.24,15,16.17,3.04,27.23,26,64.76,91.9,50.56,Average
11629,INST_17,Information Technology,COURSE_169,FAC_0337,Semester 3,Undergraduate,158,76.65,41.09,95,120,58.81,91.25,83.33,35.79,46.21,47.76,31,37,35.37,33.53,4.76,43.59,79.04,75.1,50.9,93.24,69.4,88.99,49.98,9,7.82,2.07,76.14,9,92.5,98.11,57.82,Average
12488,INST_15,Physics,COURSE_189,FAC_0413,Semester 1,Doctoral,45,66.85,70.69,134,390,74.2,33.97,95.78,39.8,58.41,45.05,216,70,43.33,28.05,3.26,96.67,72.18,92.24,88.57,51.06,64.59,37.32,94.73,32,66.5,4.49,70.6,3,77.46,77.9,74.17,Average
9418,INST_07,Business Administration,COURSE_094,FAC_0070,Semester 4,Postgraduate,108,75.54,78.54,133,46,94.91,43.65,89.45,55.23,73.07,67.09,31,14,41.85,78.07,4.28,74.44,41.5,41.57,36.69,41.31,78.55,41.97,82.43,22,58.14,3.89,63.38,7,55.51,89.48,77.6,Average
10026,INST_03,Computer Science,COURSE_182,FAC_0033,Semester 1,Postgraduate,124,73.61,60.53,54,331,77.59,95.97,65.73,49.43,91.81,72.24,20,76,47.9,74.31,2.15,45.12,56.14,66.93,38.54,67.77,68.94,91.19,43.95,11,106.04,4.24,32.91,27,64.01,81.96,61.11,Average
10665,INST_15,Physics,COURSE_111,FAC_0470,Semester 2,Doctoral,136,75.19,93.01,138,63,97.79,54.88,89.92,79.62,37.72,78.49,112,3,41.06,55.09,2.64,77.14,93.73,98.49,35.59,65.04,70.64,46.8,47.13,10,91.84,1.2,83.21,10,95.3,52.65,54.78,Average
13335,INST_16,Biotechnology,COURSE_038,FAC_0074,Semester 3,Postgraduate,150,86.33,39.84,20,87,90.81,39.31,77.27,67.82,50.08,75.41,60,15,42.22,71.46,3.4,49.99,84.75,96.82,47.79,97.8,68.35,91.46,67.17,12,88.11,3.57,53.22,20,84.71,61.7,82.65,Average
14453,INST_18,Biotechnology,COURSE_062,FAC_0056,Semester 2,Undergraduate,42,57.11,75.53,103,488,98.89,90.07,71.43,34.75,26.73,66.47,83,64,34.58,31.7,3.67,46.28,64.64,37.93,30.2,98.45,94.68,32.66,38.83,30,117.26,1.72,38.59,19,64.2,36.52,74.8,Average
6835,INST_05,Biotechnology,COURSE_198,FAC_0331,Semester 1,Doctoral,132,88.53,40.85,38,31,53.05,67.89,91.58,79.86,30.02,89.46,45,14,2.37,62.04,4.83,43.75,75.71,72.87,78.64,41.77,85.34,98.89,53.58,16,60.84,4.88,62.8,7,70.73,72.42,78.76,Average
5748,INST_15,Information Technology,COURSE_024,FAC_0445,Semester 3,Doctoral,60,84.62,80.32,83,217,63.17,95.57,45.05,49.26,99.61,47.69,63,24,9.25,47.92,4.7,66.18,47.7,37.62,30.13,52.87,67.43,79.55,98.16,10,27.67,3.6,94.82,48,52.36,49.65,48.59,Good
111,INST_01,Business Administration,COURSE_016,FAC_0436,Semester 4,Doctoral,61,75.6,64.01,12,180,78.43,36.36,50.41,93.83,74.84,47.32,197,1,53.54,56.21,4.69,74.22,42.98,38.53,99.31,94.58,72.53,67.58,38.06,33,20.42,3.54,74.17,14,71.29,53.8,43.33,Average
2443,INST_05,Electrical Engineering,COURSE_106,FAC_0119,Semester 4,Postgraduate,63,90.79,90.2,51,395,48.61,98.22,46.17,54.2,91.3,59.45,169,29,17.88,54.11,2.81,65.73,56.11,75.66,89.33,75.66,71.16,33.9,99.71,6,101.19,3.85,49.67,49,85.75,63.86,48.49,Good
9689,INST_07,Information Technology,COURSE_179,FAC_0358,Semester 2,Undergraduate,167,87.2,41.48,54,199,47.02,55.58,98.28,77.39,85.12,55.46,213,54,51.35,29.76,3.27,63.74,73.86,87.15,51.69,82.37,64.41,30.92,49.51,17,60.86,5,53.35,14,80.17,48.1,99.89,Good
2523,INST_05,Economics,COURSE_196,FAC_0296,Semester 3,Doctoral,20,71.72,41.56,117,274,89.68,65.55,41.85,54.31,99.36,72.9,142,57,26.33,80.17,3.73,74.33,58.51,62.27,52.02,55.03,77.83,32.68,84.4,18,110.18,3.68,39.33,35,58.38,51.08,89.53,Average
8747,INST_01,Economics,COURSE_076,FAC_0557,Semester 1,Doctoral,148,58.93,45.96,105,258,47.02,35.69,80.64,56.84,62.46,69.11,2,43,46.74,79.73,4.49,73.13,66.04,50.27,83.22,97.67,97.77,43.32,35.03,21,63.58,2.65,90.72,1,92.39,72.53,68.64,Average
12120,INST_20,Computer Science,COURSE_150,FAC_0153,Semester 3,Undergraduate,25,89.85,45.17,134,460,69.45,47.22,86.5,79.35,47.79,68.51,26,19,69.38,60.74,1.96,82.45,83.31,73.67,47.37,55.25,86.14,52.44,69.74,17,50.69,4.7,85.02,33,51.83,91.2,82.45,Average
11649,INST_07,Mechanical Engineering,COURSE_018,FAC_0399,Semester 3,Postgraduate,139,73.93,42.84,113,343,97.89,78.84,70.86,79.51,68.68,88.09,22,32,19.75,24.22,2.07,73.07,60,87.35,87.9,43.05,61.74,85.72,51.62,22,39.33,3.42,55.47,45,55.95,82.76,66.69,Average
9702,INST_15,Civil Engineering,COURSE_107,FAC_0185,Semester 2,Undergraduate,29,58.55,94.2,83,301,70.48,81.42,30.52,28.94,50.65,41.99,111,69,62.16,73.77,3.8,72.23,91.95,95.53,49.89,75.86,97.94,55.08,77.52,11,104.42,1.49,45.89,24,85.59,48.23,65.1,Average
4396,INST_06,Computer Science,COURSE_117,FAC_0085,Semester 1,Undergraduate,125,83.89,42.24,35,265,58.05,48.88,97.37,68.91,89.32,55.21,71,74,27.8,31.91,2.99,55.63,40.8,81.46,82.32,61.19,90.79,39.15,65.79,30,62.03,4.3,29.2,5,59.58,90.63,43.05,Average
10848,INST_12,Economics,COURSE_031,FAC_0389,Semester 3,Undergraduate,171,83.37,35.37,46,440,47.89,83.8,90.72,54.57,74.12,95.17,102,54,39.67,86.36,1.69,42.3,41.31,63.19,34.54,47.99,71.09,56.88,53.02,14,27.77,1.79,38.83,0,67.68,47.9,47.77,Average
12402,INST_16,Electrical Engineering,COURSE_112,FAC_0326,Semester 1,Undergraduate,55,87.21,68.47,38,70,60.16,61.04,73.58,64.9,42.9,68.85,40,46,71.03,42.29,4.12,61.79,98.36,76.07,79.77,90.59,69.04,81.96,75.41,8,118.32,3.88,38.93,34,49.43,40.81,60.98,Average
12746,INST_20,Mechanical Engineering,COURSE_044,FAC_0550,Semester 1,Doctoral,79,67.37,59.15,114,14,79.14,45.12,32.97,73.72,35.46,65.21,46,55,57.71,94.6,1.91,82.01,85.27,48.78,84.52,92.14,83.41,35.39,57.37,5,58.2,3.01,36.11,41,96.56,68.41,97.69,Poor
5072,INST_19,Mathematics,COURSE_005,FAC_0415,Semester 1,Postgraduate,54,72.96,56.43,135,153,94.87,93.82,57.79,84.08,71.96,41.11,263,37,10.35,84.93,2.81,61.15,97.24,67.69,42.78,44.14,75.07,91.72,34.9,21,77.63,1.69,33.62,46,61.87,66.45,36.89,Average
968,INST_16,Chemistry,COURSE_128,FAC_0183,Semester 3,Undergraduate,161,84.88,90.96,60,99,95.75,84.01,40.8,31.07,49.91,98.46,67,66,66.99,79.56,4.74,65.05,55.86,91.53,55.96,42.75,68.18,33.03,70.66,26,81,1.11,30.21,20,56.57,43.45,42.27,Good
12632,INST_13,Computer Science,COURSE_050,FAC_0158,Semester 4,Postgraduate,127,84.84,72.41,47,161,69.32,93.33,70.26,96.75,81.08,68.9,208,58,25.95,32.54,3.81,48.74,68.18,65.98,60.85,71.14,77.03,64.11,62.89,17,111.69,2.31,64.29,21,40.05,40.45,81.3,Good
1946,INST_09,Physics,COURSE_127,FAC_0504,Semester 1,Undergraduate,33,74.59,90.48,119,280,98.97,65.92,69.13,25.04,68.62,51.51,151,55,19.87,37.56,3.65,49.74,85.44,46.58,84.56,44.3,66.62,46.69,37.62,14,93.93,3.93,32.03,16,88.34,70.28,64.67,Good
12829,INST_16,Physics,COURSE_192,FAC_0360,Semester 1,Doctoral,147,90.8,65.17,126,28,74.97,98.98,79.27,66.3,94.32,94.63,287,13,50.61,74.21,4.39,47.42,48.87,51.12,70.3,99.22,92.26,92.05,44.34,30,28.02,3.93,48.06,23,61.91,69.21,55.02,Good
4088,INST_11,Civil Engineering,COURSE_172,FAC_0166,Semester 1,Postgraduate,27,92.85,68.91,16,371,92.06,60.88,46.02,49.81,28.97,49.31,21,43,46.85,48.03,1.56,81.25,60.79,90.66,58.75,81.85,65.14,24.25,36.87,32,93.56,2.97,40.05,45,98.7,52.58,84.54,Average
96,INST_12,Electronics,COURSE_188,FAC_0539,Semester 1,Postgraduate,156,71.14,36.52,31,88,95.49,88.81,75.4,39.25,89.87,64.82,175,10,54.61,79.89,1.91,64.73,58.2,47.26,84.84,58.67,95.36,24.34,31.99,9,5.78,3.44,65.04,1,50.02,46.42,99.57,Average
3644,INST_07,Biotechnology,COURSE_123,FAC_0186,Semester 4,Doctoral,100,93.77,88.12,40,346,68.02,93.07,70.85,90.92,94.37,77.33,56,22,10.5,56.65,4.81,69.87,91.1,85.73,71.87,98.22,85.53,56.16,54.59,30,41.8,1.42,30.71,0,75.19,49.61,66.96,Good
7774,INST_11,Information Technology,COURSE_018,FAC_0470,Semester 3,Undergraduate,65,68.61,64,12,151,74.46,41.76,87.32,46.01,76.52,57.68,231,78,49.11,53.4,4.72,50.92,41.87,95.86,46.63,95.18,70.32,22.68,50.58,24,109.19,4.75,51.23,29,52.09,59.65,47.04,Average
2612,INST_11,Economics,COURSE_190,FAC_0324,Semester 2,Postgraduate,67,78.03,89.98,133,12,62.75,45.89,52.68,62.84,50.85,82.07,152,23,34.3,42.55,1.06,67.5,54.84,57.42,65.96,86.51,99.44,55.73,95.12,29,25.85,1.71,94.43,21,46.17,89.74,50.03,Average
12517,INST_04,Mechanical Engineering,COURSE_183,FAC_0455,Semester 2,Postgraduate,158,68.09,91.36,89,456,68.22,48.3,63.14,27.95,77.95,99.1,66,69,39.47,25.17,2.23,98.4,73.92,96.68,80.71,80.45,89.63,70.81,65.5,24,76.86,4.88,63.42,4,67.65,56.36,59.18,Good
8889,INST_04,Economics,COURSE_154,FAC_0089,Semester 2,Postgraduate,42,63.09,47.66,67,48,90.63,87.85,49.87,48.46,48.17,48.94,221,70,52.66,99.62,4.54,92.24,75.25,48.44,96.34,57.7,67.02,83.43,38.55,18,22.99,1.15,54.27,21,56.63,64.9,38.21,Average
220,INST_20,Computer Science,COURSE_163,FAC_0007,Semester 4,Postgraduate,123,78.93,73.92,70,184,80.33,41.05,97.45,68.83,87.83,99.8,238,62,44.93,55.81,2.49,78.53,65.15,46.6,56.02,80.5,90.37,22.45,86.91,31,21.28,3.58,31.72,42,82.58,62.37,54.09,Average
3904,INST_04,Chemistry,COURSE_090,FAC_0039,Semester 1,Postgraduate,27,79.36,43.9,44,293,74.72,68.67,44.55,65.34,63.73,90.9,214,34,70.63,83.68,2.04,67.94,42.42,71.07,86.08,47.24,92.26,23.8,89.46,15,47.18,1.31,32.69,14,68.42,60.31,38.11,Average
60,INST_10,Civil Engineering,COURSE_151,FAC_0017,Semester 4,Undergraduate,123,72.3,81.27,69,155,82.41,90.42,73,67.73,41.72,89.56,128,25,36.33,36.39,4.3,72.74,91.15,70.67,36.17,100,78.16,98.56,98.95,29,56.82,2.22,21.69,39,94.85,78.69,69.62,Good
14033,INST_10,Electrical Engineering,COURSE_150,FAC_0418,Semester 3,Undergraduate,66,91,45.05,48,221,97.84,38.29,58.33,27.3,76.63,92.19,258,19,54.6,88.67,3.9,93.62,52.88,36.06,46.6,46.21,93.64,80.05,56.27,5,60.07,4.15,34.13,33,54.87,88.65,79.62,Average
2549,INST_20,Mathematics,COURSE_002,FAC_0482,Semester 3,Postgraduate,138,86.19,73.57,113,335,82.06,33.75,60.53,64.37,54.45,81.64,98,50,71.78,55.59,1.42,74.55,58.12,73.67,54.96,76.73,64.32,37.9,98.34,31,16.4,4.47,53.18,10,76.58,94.69,68.05,Average
3194,INST_20,Civil Engineering,COURSE_027,FAC_0104,Semester 4,Doctoral,98,63.21,69.73,12,271,47.02,86.85,84.15,43.91,56.1,52.02,298,71,0.69,87.54,4.14,73.11,73.23,73.82,44.56,44.61,70.11,91.43,88.09,33,60.82,2.25,53.78,14,53.32,82.43,78.61,Good
13315,INST_20,Economics,COURSE_074,FAC_0153,Semester 1,Undergraduate,79,90.36,49.75,94,272,93.21,42.07,32.37,59.59,53.57,68.85,141,26,22.62,26.14,1.73,72.13,62.83,64.9,45.84,90.46,83.76,41.61,90.32,17,36.28,3.73,78.43,20,72.35,70.92,95.46,Average
7387,INST_06,Information Technology,COURSE_186,FAC_0201,Semester 1,Doctoral,49,66.21,43.01,34,207,68.5,57.82,76.95,75.77,78.71,79.47,59,66,35.13,70.28,2.5,95.9,96.8,60.61,95.66,43.06,74.27,44.27,54.6,3,0.1,3.86,95.04,21,99.88,48.11,55.58,Average
6441,INST_08,Electronics,COURSE_140,FAC_0540,Semester 3,Postgraduate,91,58.17,75.43,114,358,54.92,53.76,49.49,54.44,67.9,87.14,272,33,71.29,77.7,2.46,99.44,76.65,84.9,30.97,68.01,81.8,85.5,41.49,19,92.8,4.75,55.85,31,92.12,67.68,99.14,Average
7915,INST_17,Electronics,COURSE_078,FAC_0017,Semester 4,Postgraduate,62,65.73,73.85,141,191,79.54,40.22,33.06,44.76,58.28,62.71,193,13,3.92,88.71,1,51.06,91.95,39,82.29,92.81,86.09,65.97,30.3,26,78.25,1.48,20.24,27,88.39,42.53,69.5,Average
6934,INST_08,Civil Engineering,COURSE_052,FAC_0094,Semester 2,Doctoral,124,58.13,60.3,30,245,84.14,32.78,59.84,51.62,74.17,76.19,28,53,61.82,88.71,4.95,55.12,90.11,38.41,39.64,74.22,89.71,91.78,30.26,34,101.97,3.02,59.67,16,74.25,95.32,66.36,Average
462,INST_17,Economics,COURSE_119,FAC_0271,Semester 3,Doctoral,49,89.4,82.02,67,178,73.46,44.4,88.49,76.57,75.02,83.57,149,65,43.66,98.19,4.76,40.89,46.03,81.03,52.23,69.3,72.89,30.47,84.25,34,87.73,3.9,95.93,34,89.67,91.24,75.64,Good
12691,INST_08,Chemistry,COURSE_109,FAC_0416,Semester 4,Doctoral,39,65.08,62.07,103,98,48.63,94.43,46.69,32.4,57.15,73.93,46,57,48.53,94.92,1.54,62.69,41.48,81.41,94.88,43.42,69.5,48,50.28,26,113.04,2.73,57.61,1,44.03,51.52,31.05,Average
3661,INST_01,Chemistry,COURSE_121,FAC_0465,Semester 2,Undergraduate,145,72.27,40.62,103,91,77.47,57.77,60.29,90.25,89.04,73.41,82,45,20.05,47.46,1.92,80.28,65.61,77.64,70.59,86.07,85.94,59.24,96,6,2.51,3.39,91.54,27,44.99,45.69,73.52,Good
9386,INST_13,Economics,COURSE_078,FAC_0596,Semester 4,Doctoral,99,71.54,71.25,58,239,82.54,36.26,46.39,41.14,91.83,70.64,190,1,66.75,38.62,2.7,57.16,83.19,81.91,95.59,45.55,65.68,87.19,30.52,11,39.49,1.04,83.89,9,87.46,39.52,65.87,Average
14820,INST_12,Electrical Engineering,COURSE_005,FAC_0295,Semester 4,Postgraduate,85,97.11,63.17,74,239,49.89,69.68,97.33,57.07,42.98,93.54,39,80,53.68,37.25,3.89,93.49,53.85,83.14,87.95,61.56,94.97,62.77,73.54,22,79.11,3.6,61.74,3,53.95,55.55,35.1,Average
12359,INST_20,Chemistry,COURSE_171,FAC_0143,Semester 1,Doctoral,104,96.54,86.31,123,339,72.69,51.86,43.17,33.75,73.36,86.51,252,19,7.85,37.43,3.59,60.86,98.98,46.32,46.97,89.21,97.97,94.21,84.97,34,10.07,3.06,33.7,5,95.17,71.01,90.86,Good
7811,INST_17,Electronics,COURSE_189,FAC_0269,Semester 1,Postgraduate,116,94.06,37.92,127,213,61.96,98.51,55.67,96.47,56.81,83.6,191,12,2.84,78.06,1.95,90.28,83.56,52.83,38.32,43.93,74.06,66.42,44.51,24,75.81,2.05,82.15,40,92.27,96.03,57.42,Good
10969,INST_15,Mathematics,COURSE_142,FAC_0088,Semester 1,Doctoral,60,92.85,49.7,133,239,88.68,38.83,38.59,30.05,64.48,62.51,21,32,15.37,32.63,4.81,70.27,55.22,78.28,35.86,48.04,68.45,62.37,92.21,21,59.06,4.51,81.87,0,90.04,43.23,96.86,Average
