Teacher_ID,Institution_ID,Department,Academic_Rank,Qualification_Level,Employment_Type,Assessment_Year,Assessment_Round,Years_of_Experience,Teaching_Effectiveness_Score,Student_Feedback_Score,Peer_Evaluation_Score,Course_Completion_Rate,Curriculum_Innovation_Score,Teaching_Load_Hours_Per_Week,Digital_Teaching_Adoption_Score,Student_Outcome_Improvement_Score,Publication_Count,Journal_Quality_Index,Citation_Count,Research_Project_Count,Research_Funding_Amount_Lakh,Patent_Count,Conference_Presentation_Count,Research_Collaboration_Index,Training_Hours_Completed,Workshop_Participation_Count,Certification_Count,Faculty_Development_Program_Score,Lifelong_Learning_Index,Mentoring_Score,Academic_Service_Score,Committee_Participation_Count,Leadership_Role_Count,Institutional_Contribution_Score,Community_Extension_Score,Ethics_Compliance_Score,Punctuality_Score,Assessment_Submission_Timeliness,Absenteeism_Days,Student_Grievance_Count,Administrative_Compliance_Score,Teaching_Dimension_Score,Research_Dimension_Score,Professional_Development_Dimension_Score,Institutional_Service_Dimension_Score,Ethics_Reliability_Dimension_Score,Development_Quality_Score,Low_Development_Score,Moderate_Development_Score,High_Development_Score,Development_Quality_Level
TCH_01747,University_D,Biotechnology,Assistant Professor,PhD,Permanent,2023,Round_2,1,66.57,65.99,61.69,83.94,48.25,19.08,68.46,66.26,3,37.85,30.0,4,5.37,0,1,47.4,41.31,2,1,48.81,53.69,68.97,61.2,1,0,47.15,38.51,77.33,63.39,64.85,6,2,71.81,40.15,13.34,21.11,23.49,50.61,31.81,0.948,0.0,0.0,Improvement_Oriented
TCH_01748,University_A,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_1,2,70.73,60.22,74.61,84.52,60.13,16.58,65.19,75.48,8,64.46,68.0,6,8.25,0,8,62.04,58.44,4,1,60.22,69.49,86.67,51.28,6,1,65.09,52.71,82.42,73.66,82.55,3,4,76.4,47.48,33.18,35.4,40.12,62.99,47.27,0.507,0.091,0.0,Improvement_Oriented
TCH_01749,University_G,Electrical Engineering,Assistant Professor,PhD,Permanent,2023,Round_1,4,82.11,86.58,81.85,86.18,77.86,13.53,82.09,89.12,12,65.9,73.0,13,15.82,1,4,89.92,94.81,6,6,82.14,74.13,88.89,90.15,4,2,72.3,68.81,95.14,78.57,93.25,6,2,77.3,70.64,47.54,62.74,55.16,74.29,58.12,0.197,0.525,0.0,Moderate_Development
TCH_01750,University_G,Electrical Engineering,Professor,PhD,Permanent,2024,Round_2,22,79.85,73.0,78.53,80.22,62.77,18.09,78.88,75.63,10,86.89,105.0,2,13.7,0,7,81.16,,4,1,77.61,79.01,81.31,67.83,4,1,75.44,57.64,89.12,77.53,75.87,5,5,70.2,56.67,41.05,44.04,44.34,60.25,46.26,0.535,0.05,0.0,Improvement_Oriented
TCH_01751,University_D,Mathematics,Professor,PhD,Permanent,2021,Round_2,20,85.89,80.61,74.37,83.99,100.0,8.28,85.43,83.78,10,89.26,105.0,2,18.09,1,5,88.56,62.41,2,2,83.57,86.8,84.93,66.58,2,1,77.23,74.1,92.48,91.06,93.01,4,2,79.66,71.3,44.26,48.15,46.92,79.43,55.76,0.264,0.43,0.0,Moderate_Development
TCH_01752,University_H,Education,Associate Professor,PhD,Permanent,2025,Round_1,11,76.96,83.37,81.47,82.14,74.02,13.96,82.02,79.7,4,68.86,104.0,3,21.57,1,8,73.54,62.68,3,5,68.11,72.59,80.88,68.49,4,0,78.83,61.01,92.09,80.92,93.49,4,3,71.41,63.84,38.78,46.23,44.3,72.32,51.09,0.397,0.244,0.0,Improvement_Oriented
TCH_01753,University_B,Education,Professor,PhD,Permanent,2025,Round_1,22,100.0,99.06,89.12,97.49,78.05,12.13,90.61,96.93,14,90.68,155.0,9,35.08,1,8,79.24,83.7,4,1,87.64,95.45,95.21,84.22,7,2,90.81,91.19,92.26,85.77,98.76,3,2,89.88,88.6,60.63,56.63,67.94,83.27,71.65,0.0,0.934,0.222,Moderate_Development
TCH_01754,University_G,Chemistry,Associate Professor,Master,Permanent,2025,Round_1,8,87.33,64.64,72.22,80.52,75.16,12.93,67.99,75.2,10,59.68,84.0,2,16.91,0,4,67.74,36.74,5,2,63.71,73.88,62.45,70.43,3,0,59.96,45.63,82.72,61.08,78.85,7,7,77.87,54.82,30.94,37.35,30.85,50.78,37.56,0.784,0.0,0.0,Improvement_Oriented
TCH_01755,University_E,Electrical Engineering,Associate Professor,Master,Permanent,2023,Round_1,14,75.51,69.53,74.48,75.12,66.32,13.51,71.18,58.03,6,55.74,75.0,4,8.19,0,4,66.96,49.36,5,2,67.95,65.08,54.59,53.35,2,0,60.14,54.44,77.13,70.49,71.06,2,3,74.6,46.29,27.47,38.07,25.48,57.58,38.12,0.768,0.0,0.0,Improvement_Oriented
TCH_01756,University_H,Mechanical Engineering,Professor,Postdoctoral,Contract,2023,Round_1,23,75.95,84.56,66.15,82.77,62.77,16.54,84.7,69.01,8,65.85,229.16413970497288,5,1.39,0,5,55.03,59.4,4,2,71.72,74.99,62.87,60.72,0,0,76.49,72.46,87.17,77.72,78.8,3,4,72.52,55.64,30.81,42.86,35.36,64.11,42.82,0.634,0.0,0.0,Improvement_Oriented
TCH_01757,University_A,Computer Science,Assistant Professor,PhD,Permanent,2021,Round_2,11,81.64,83.48,82.73,79.04,66.8,15.0,66.2,79.55,10,91.3,93.0,2,6.65,0,5,80.07,67.02,7,2,80.38,84.43,82.05,87.04,4,2,77.85,93.54,86.42,87.28,91.68,4,4,77.72,59.25,37.9,53.9,59.33,71.71,52.22,0.365,0.289,0.0,Improvement_Oriented
TCH_01758,University_A,Mathematics,Lecturer,Master,Permanent,2022,Round_1,14,69.79,55.94,65.5,81.06,72.05,13.4,64.35,67.58,7,52.7,73.0,4,12.06,1,1,64.74,48.05,3,2,63.94,64.74,61.43,50.37,3,1,50.23,58.96,80.42,91.36,69.03,6,5,76.04,42.69,27.67,33.83,27.78,59.5,40.76,0.693,0.0,0.0,Improvement_Oriented
TCH_01759,University_G,Mathematics,Professor,PhD,Permanent,2023,Round_2,22,86.03,93.42,85.85,96.32,88.35,21.55,70.8,90.9,15,74.07,125.0,6,40.69,1,3,68.36,76.3,6,2,80.98,78.31,89.0,83.3,4,1,74.69,79.83,88.08,89.0,88.88,4,2,86.2,77.79,48.97,52.43,54.82,77.36,62.48,0.072,0.699,0.0,Moderate_Development
TCH_01760,University_C,Mechanical Engineering,Professor,Master,Permanent,2022,Round_1,23,80.99,80.3,80.16,89.17,68.02,18.62,86.7,65.57,11,65.87,126.0,3,8.51,1,8,77.6,35.32,2,0,63.27,77.88,87.3,71.19,4,3,76.2,70.7,92.87,84.73,89.94,4,3,79.71,62.71,41.63,30.24,53.11,75.19,51.07,0.398,0.243,0.0,Improvement_Oriented
TCH_01761,University_H,Computer Science,Assistant Professor,PhD,Contract,2022,Round_1,3,81.32,78.82,74.94,85.93,69.08,15.65,63.88,73.51,8,72.38,67.0,5,9.31,1,5,77.7,62.98,6,1,65.28,69.94,67.99,80.06,5,0,81.34,61.02,88.67,80.9,74.83,6,3,73.56,56.61,36.41,40.56,45.42,63.73,45.05,0.57,0.002,0.0,Improvement_Oriented
TCH_01762,University_G,Chemistry,Professor,Master,Permanent,2023,Round_1,22,89.18,92.2,86.02,92.49,98.15,21.78,70.89,82.88,14,82.88,112.0,4,10.21,0,5,82.21,45.31,5,0,92.92,89.43,99.53,94.9,8,2,82.29,77.11,88.59,74.46,86.8,2,2,88.48,77.12,42.8,48.81,67.59,74.52,60.95,0.116,0.638,0.0,Moderate_Development
TCH_01763,University_C,Biotechnology,Assistant Professor,Postdoctoral,Permanent,2021,Round_1,13,83.12,77.03,67.77,70.44,71.0,12.78,93.26,79.97,4,70.69,69.0,4,14.83,1,9,62.26,59.2,6,1,79.55,68.5,64.22,55.85,4,2,70.29,50.86,81.84,73.62,78.17,5,5,83.67,58.44,34.67,43.8,35.79,60.37,50.48,0.415,0.219,0.0,Improvement_Oriented
TCH_01764,University_G,English,Assistant Professor,Postdoctoral,Permanent,2022,Round_1,1,73.96,68.36,74.85,79.83,60.15,18.28,64.4,52.27,7,62.22,41.0,1,3.97,1,3,56.49,35.13,0,3,67.94,64.61,72.57,57.83,2,1,77.95,47.21,82.44,69.73,84.94,3,2,82.3,43.01,22.5,30.71,35.85,66.99,38.68,0.752,0.0,0.0,Improvement_Oriented
TCH_01765,University_E,Electrical Engineering,Associate Professor,PhD,Visiting,2021,Round_1,16,75.12,81.55,69.24,79.43,64.37,22.83,76.13,67.89,9,63.35,97.0,3,22.2,0,3,71.06,63.15,4,1,67.18,78.34,82.83,91.16,4,1,63.78,63.44,86.39,83.94,81.83,3,6,82.41,52.38,33.91,41.21,48.87,66.86,46.91,0.517,0.076,0.0,Improvement_Oriented
TCH_01766,University_H,Education,Assistant Professor,PhD,Permanent,2021,Round_2,8,74.91,81.87,77.96,89.42,77.94,17.49,93.22,66.92,7,74.82,77.0,3,6.01,1,4,64.81,111.75767534252525,8,0,67.88,77.5,75.39,82.31,4,2,59.76,67.43,83.9,82.5,82.33,3,4,72.31,64.7,31.85,42.89,46.25,65.27,51.0,0.4,0.24,0.0,Improvement_Oriented
TCH_01767,University_F,Mechanical Engineering,Associate Professor,PhD,Permanent,2023,Round_1,15,84.62,76.27,83.71,91.74,83.86,10.41,90.13,83.75,14,71.46,95.0,3,24.44,0,4,80.93,69.46,5,3,89.78,82.9,80.99,87.86,4,2,80.85,70.78,88.29,89.02,95.88,5,6,85.39,72.98,40.45,56.05,55.06,73.09,61.97,0.087,0.679,0.0,Moderate_Development
TCH_01768,University_A,Electrical Engineering,Assistant Professor,PhD,Contract,2022,Round_1,7,82.13,80.21,94.41,90.67,75.46,15.01,85.78,85.79,9,92.18,86.0,2,11.13,2,6,70.38,63.94,4,0,78.32,69.67,84.9,76.79,7,3,71.65,63.04,88.03,82.96,77.8,10,5,77.59,73.64,41.12,39.98,54.19,60.13,56.02,0.257,0.441,0.0,Moderate_Development
TCH_01769,University_G,Education,Assistant Professor,Master,Permanent,2021,Round_1,1,89.42,91.3,73.54,84.37,70.86,17.83,84.55,82.02,10,80.46,64.0,3,11.06,0,8,69.8,142.1039764132128,9,6,77.11,80.21,79.53,78.51,7,2,87.17,73.4,91.85,92.45,87.34,6,2,76.6,68.44,35.82,62.55,57.63,75.22,56.68,0.238,0.467,0.0,Moderate_Development
TCH_01770,University_E,English,Associate Professor,PhD,Contract,2022,Round_1,4,91.93,80.57,90.26,88.05,79.82,19.92,82.33,83.98,9,81.32,96.0,2,17.49,1,5,89.61,58.73,9,0,81.4,88.44,96.73,94.42,6,7,92.58,81.35,96.85,85.53,90.2,5,2,87.02,74.07,41.72,52.69,76.46,80.0,64.33,0.019,0.773,0.0,Moderate_Development
TCH_01771,University_C,English,Associate Professor,PhD,Permanent,2021,Round_1,12,84.02,97.09,88.33,94.4,84.88,14.45,81.35,89.65,15,87.88,107.0,6,21.57,0,5,79.77,57.05,8,3,85.85,95.52,88.9,83.32,7,0,75.79,73.37,97.08,84.17,90.9,4,2,87.23,79.69,47.38,60.69,55.13,80.78,63.98,0.029,0.759,0.0,Moderate_Development
TCH_01772,University_C,Biotechnology,Assistant Professor,PhD,Permanent,2023,Round_1,1,74.47,78.5,71.83,79.13,63.34,25.29,58.3,75.65,7,73.02,68.0,3,21.83,2,5,58.72,60.93,5,2,61.62,61.09,56.69,78.51,4,0,74.14,66.45,81.47,71.99,83.38,6,3,71.39,49.5,35.69,36.9,40.4,59.72,45.31,0.563,0.012,0.0,Improvement_Oriented
TCH_01773,University_A,Management,Professor,Master,Permanent,2021,Round_1,26,70.18,68.76,76.76,76.5,78.99,10.3,72.8,68.96,10,75.9,90.0,2,15.19,0,5,70.49,41.4,2,1,63.76,72.09,67.0,57.8,6,2,59.78,60.1,90.87,75.8,77.9,6,4,71.58,51.26,35.06,31.62,38.49,62.09,49.52,0.442,0.181,0.0,Improvement_Oriented
TCH_01774,University_D,English,Associate Professor,PhD,Permanent,2023,Round_2,7,82.29,67.22,,74.22,59.57,14.62,71.28,75.21,8,57.14,57.0,8,9.98,1,5,64.03,50.69,2,4,44.45,65.07,68.85,72.21,5,1,68.68,56.1,80.18,77.3,82.66,5,3,77.7,48.94,33.48,31.1,41.17,63.3,42.38,0.646,0.0,0.0,Improvement_Oriented
TCH_01775,University_G,Electrical Engineering,Assistant Professor,PhD,Permanent,2023,Round_2,10,90.69,88.93,91.05,100.0,85.11,16.49,100.0,90.15,19,100.0,126.0,4,14.25,1,4,90.04,187.54096524459547,2,6,100.0,95.16,100.0,92.07,6,2,100.0,100.0,93.88,100.0,85.97,4,1,100.0,86.81,52.9,68.95,74.29,88.01,69.32,0.0,0.973,0.144,Moderate_Development
TCH_01776,University_H,Physics,Assistant Professor,Postdoctoral,Visiting,2022,Round_2,7,76.84,85.09,76.36,84.77,67.69,4.0,80.65,88.62,8,76.96,99.0,5,23.45,0,6,84.83,68.15,5,3,75.41,79.01,81.51,63.29,1,1,71.3,74.41,85.19,82.9,88.44,6,6,89.06,64.32,42.36,50.17,42.76,67.54,50.99,0.4,0.24,0.0,Improvement_Oriented
TCH_01777,University_B,Physics,Professor,Master,Permanent,2022,Round_2,22,88.6,94.5,86.58,97.05,100.0,17.77,84.53,87.59,9,89.92,134.0,2,12.68,1,6,91.26,71.4,7,1,100.0,92.5,89.14,77.0,7,1,93.28,76.68,95.07,89.61,83.86,7,0,93.46,83.99,46.28,61.28,60.36,81.47,67.2,0.0,0.888,0.073,Moderate_Development
TCH_01778,University_C,Education,Associate Professor,PhD,Permanent,2022,Round_2,8,80.17,79.1,83.31,88.83,72.88,12.63,85.84,79.67,15,80.46,86.0,1,14.69,1,4,79.37,84.94,9,3,75.5,94.57,79.01,84.12,4,0,75.97,75.61,93.75,83.79,84.7,2,2,87.8,67.14,39.91,63.51,50.12,79.0,57.37,0.218,0.495,0.0,Moderate_Development
TCH_01779,University_H,Education,Assistant Professor,PhD,Permanent,2024,Round_2,13,71.35,69.94,86.72,81.49,70.62,16.9,75.86,75.83,6,65.79,84.0,4,17.15,1,7,75.85,67.26,7,3,62.68,72.05,80.38,65.11,7,1,64.55,56.15,86.68,84.31,82.5,5,3,67.45,57.07,37.36,46.54,43.53,65.47,52.48,0.358,0.299,0.0,Improvement_Oriented
TCH_01780,University_H,Management,Assistant Professor,Master,Visiting,2022,Round_2,5,83.49,85.47,83.09,90.79,73.92,15.44,68.43,69.77,9,81.71,84.0,2,11.19,0,1,71.75,73.9,5,1,54.65,76.13,79.67,84.52,4,1,91.67,66.54,80.56,83.24,78.8,4,3,75.46,63.88,31.73,39.91,53.99,64.34,49.39,0.446,0.176,0.0,Improvement_Oriented
TCH_01781,University_F,Physics,Assistant Professor,PhD,Visiting,2022,Round_2,14,68.3,71.66,67.26,76.72,65.64,13.35,67.32,61.75,1,58.45,60.0,2,12.16,0,1,62.15,44.48,1,0,59.42,61.85,56.34,56.83,2,0,35.45,30.49,77.0,62.91,70.14,11,2,63.41,43.19,20.34,24.21,15.47,45.4,31.58,0.955,0.0,0.0,Improvement_Oriented
TCH_01782,University_H,Education,Assistant Professor,Master,Permanent,2021,Round_1,7,88.89,77.43,79.82,84.86,71.29,19.24,72.85,74.56,9,73.46,76.0,2,8.98,2,3,86.22,33.51,3,2,68.97,61.04,64.06,73.22,5,1,74.91,71.19,81.11,75.44,75.7,2,3,78.39,62.22,37.2,31.59,44.97,63.58,47.94,0.487,0.118,0.0,Improvement_Oriented
TCH_01783,University_H,English,Associate Professor,PhD,Permanent,2024,Round_2,9,92.53,77.87,83.75,89.22,82.49,16.38,80.11,81.5,11,89.02,94.0,4,10.34,1,9,74.22,47.99,4,2,68.05,77.48,83.44,89.79,3,2,75.11,56.55,93.58,89.22,80.22,6,0,84.34,71.56,44.48,40.5,50.63,77.68,57.25,0.221,0.49,0.0,Moderate_Development
TCH_01784,University_F,Education,Professor,PhD,Contract,2024,Round_2,22,91.21,83.77,85.15,96.12,82.33,18.04,94.81,93.83,16,83.2,147.0,3,11.04,2,11,100.0,57.29,3,2,75.22,87.09,91.75,86.53,5,3,90.43,75.21,92.22,94.91,81.37,7,2,88.7,81.86,57.25,46.1,63.62,76.95,67.13,0.0,0.885,0.071,Moderate_Development
TCH_01785,University_C,Mathematics,Assistant Professor,PhD,Permanent,2021,Round_2,9,94.84,87.5,90.16,91.76,86.57,15.67,88.03,81.36,9,96.55,119.0,6,21.69,1,4,83.68,55.81,8,1,87.71,91.71,87.48,96.03,9,1,94.11,78.54,97.83,98.63,94.28,6,5,93.05,79.88,48.92,55.82,67.31,82.77,63.15,0.053,0.726,0.0,Moderate_Development
TCH_01786,University_H,Management,Professor,Postdoctoral,Permanent,2022,Round_2,18,88.58,90.25,85.55,91.34,62.99,18.97,84.73,86.0,8,91.39,107.0,2,35.27,1,10,63.0,70.3,6,5,100.0,85.14,81.91,88.96,1,1,81.99,75.31,94.26,90.44,94.29,4,1,91.32,73.07,46.37,65.38,52.05,85.22,61.68,0.095,0.667,0.0,Moderate_Development
TCH_01787,University_D,Mechanical Engineering,Professor,PhD,Contract,2025,Round_1,21,74.54,64.5,68.76,80.71,59.44,18.32,87.65,57.53,4,53.96,88.0,4,9.72,1,0,52.71,13.4,4,0,66.08,64.72,61.94,47.25,2,0,55.76,31.63,74.16,63.59,71.45,3,6,70.84,47.54,24.42,25.65,19.88,48.04,32.41,0.931,0.0,0.0,Improvement_Oriented
TCH_01788,University_D,Computer Science,Professor,PhD,Permanent,2023,Round_2,23,94.79,88.42,100.0,100.0,100.0,9.96,100.0,100.0,12,98.09,158.0,8,24.21,0,3,87.23,108.49,11,3,95.85,92.76,89.35,87.31,3,2,90.92,95.25,97.81,99.77,100.0,4,5,93.62,95.66,53.91,76.02,63.9,86.8,75.91,0.0,0.764,0.364,Moderate_Development
TCH_01789,University_E,Chemistry,Professor,PhD,Contract,2024,Round_1,16,85.68,86.54,81.71,89.85,75.57,19.55,81.93,87.5,10,85.13,108.0,5,9.47,1,4,73.27,57.87,5,2,82.05,89.3,89.42,74.83,7,4,83.36,69.81,94.9,100.0,98.51,4,3,87.18,71.96,41.51,51.68,60.94,85.99,61.34,0.105,0.654,0.0,Moderate_Development
TCH_01790,University_F,Computer Science,Professor,Master,Permanent,2021,Round_2,17,76.42,76.74,67.17,92.97,77.35,17.87,75.36,67.96,12,67.5,106.0,3,19.11,1,6,68.19,33.74,6,1,72.24,69.89,63.79,79.88,5,1,69.64,60.21,84.55,90.66,75.93,5,5,64.18,57.96,39.93,37.48,42.85,60.73,46.48,0.529,0.059,0.0,Improvement_Oriented
TCH_01791,University_E,Computer Science,Associate Professor,Postdoctoral,Permanent,2025,Round_2,7,77.69,,82.65,83.99,71.88,11.84,75.47,67.48,11,76.61,87.0,5,9.54,1,3,69.14,68.14,1,0,86.31,73.47,77.07,76.64,4,0,71.26,60.18,95.46,88.2,82.59,3,6,80.91,60.59,37.48,40.39,43.25,72.13,50.33,0.419,0.213,0.0,Improvement_Oriented
TCH_01792,University_F,Biotechnology,Assistant Professor,PhD,Permanent,2023,Round_1,13,74.09,,78.06,79.82,67.65,8.54,63.02,72.68,9,71.6,98.0,4,10.62,1,3,73.76,53.28,0,2,63.5,73.23,82.86,64.94,1,0,81.21,59.75,78.05,69.65,82.64,6,3,75.0,49.61,36.58,33.35,41.14,58.23,43.22,0.622,0.0,0.0,Improvement_Oriented
TCH_01793,University_G,Mechanical Engineering,Associate Professor,PhD,Permanent,2025,Round_1,10,71.41,61.9,66.84,79.84,62.97,19.69,50.7,65.33,5,53.52,53.0,0,12.15,0,3,53.56,58.43,5,0,67.85,57.14,58.98,54.32,1,0,53.94,43.01,80.72,65.77,72.0,5,7,61.15,38.98,19.09,33.1,21.82,45.99,29.6,1.0,0.0,0.0,Improvement_Oriented
TCH_01794,University_G,Education,Professor,PhD,Permanent,2022,Round_1,27,81.57,74.46,83.3,83.65,73.57,17.58,75.54,73.64,10,86.72,132.0,5,9.93,1,6,82.06,75.53,3,2,72.07,70.07,76.65,80.47,4,3,85.12,71.84,85.63,78.91,88.62,1,2,70.13,60.84,46.67,42.92,55.05,70.71,50.3,0.42,0.212,0.0,Improvement_Oriented
TCH_01795,University_H,Biotechnology,Assistant Professor,Postdoctoral,Permanent,2021,Round_2,6,66.27,67.91,72.8,82.81,68.24,11.47,75.06,67.13,3,51.6,67.0,2,23.55,1,3,58.2,22.99,6,1,60.24,66.45,66.61,78.01,9,2,61.63,67.87,78.85,68.95,69.61,2,4,73.56,48.95,25.76,30.78,48.64,55.7,45.57,0.555,0.023,0.0,Improvement_Oriented
TCH_01796,University_B,Computer Science,Assistant Professor,Master,Contract,2023,Round_1,1,74.15,61.21,65.41,79.27,50.49,14.36,59.81,64.18,7,64.29,41.0,0,10.7,0,1,48.78,56.53,2,0,46.41,51.83,57.57,50.28,3,0,66.11,73.18,77.24,72.65,76.19,10,1,66.88,38.43,18.53,20.49,32.1,53.85,31.89,0.946,0.0,0.0,Improvement_Oriented
TCH_01797,University_G,Mathematics,Assistant Professor,PhD,Permanent,2023,Round_1,8,81.09,81.23,78.06,90.93,85.4,15.04,74.63,76.79,5,67.79,89.0,5,18.68,0,6,79.22,90.35,3,2,77.06,78.04,75.44,63.36,5,1,67.82,77.65,96.27,73.1,76.84,5,1,89.09,66.28,36.59,49.64,45.18,73.4,53.5,0.329,0.34,0.0,Improvement_Oriented
TCH_01798,University_B,Chemistry,Professor,Master,Permanent,2022,Round_1,22,87.08,77.39,79.99,85.01,66.15,12.37,78.35,74.62,6,82.74,103.0,1,22.39,0,8,74.13,60.02,4,1,79.6,83.62,78.42,64.82,7,1,85.76,74.05,92.7,87.92,85.53,12,3,87.55,62.11,38.5,46.15,52.08,70.34,55.66,0.267,0.426,0.0,Moderate_Development
TCH_01799,University_G,Computer Science,Associate Professor,PhD,Permanent,2022,Round_1,10,66.15,76.38,73.99,84.02,71.52,12.21,64.55,67.48,11,69.14,93.0,2,11.22,1,4,71.31,59.87,6,2,62.76,70.79,73.07,51.1,6,1,74.53,57.12,83.87,66.64,86.06,5,3,70.95,49.98,35.37,41.51,39.78,60.63,39.8,0.72,0.0,0.0,Improvement_Oriented
TCH_01800,University_A,Physics,Associate Professor,Master,Permanent,2022,Round_1,11,74.43,84.43,77.39,90.42,78.09,13.2,76.33,70.77,10,74.87,92.0,2,17.73,2,4,80.11,47.61,4,0,84.86,81.4,89.96,75.41,6,3,75.39,68.54,82.18,81.56,78.03,6,3,85.16,62.32,40.62,42.84,56.27,65.44,53.67,0.324,0.347,0.0,Improvement_Oriented
TCH_01801,University_G,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_1,11,69.42,77.97,92.74,87.39,82.35,20.55,74.68,80.41,11,65.01,99.0,5,28.06,0,2,90.35,69.91,6,3,74.59,74.09,79.02,69.44,8,2,66.29,73.65,87.83,88.72,79.13,3,2,93.62,65.32,40.83,49.98,51.17,77.01,55.1,0.283,0.404,0.0,Moderate_Development
TCH_01802,University_E,Mechanical Engineering,Associate Professor,PhD,Permanent,2024,Round_1,11,60.18,57.68,62.77,73.69,68.1,17.88,52.65,63.36,6,56.8,53.0,2,9.28,0,3,60.57,26.7,4,0,45.86,63.78,61.22,57.6,2,1,67.09,44.13,86.25,67.44,76.17,8,11,66.7,32.56,22.55,21.52,29.43,43.93,32.58,0.926,0.0,0.0,Improvement_Oriented
TCH_01803,University_C,Mechanical Engineering,Lecturer,PhD,Contract,2025,Round_2,1,83.2,69.99,73.1,79.74,73.67,13.25,74.37,80.83,9,60.31,61.0,0,9.05,1,5,64.87,47.44,7,3,70.94,69.17,81.15,66.44,4,0,88.61,71.51,88.82,85.39,69.58,4,1,80.45,57.56,27.67,44.62,48.57,70.02,42.75,0.636,0.0,0.0,Improvement_Oriented
TCH_01804,University_H,Management,Associate Professor,PhD,Permanent,2021,Round_1,3,86.83,85.48,83.47,87.87,78.56,18.9,83.38,79.78,14,84.23,87.0,5,10.05,1,8,73.01,55.58,4,3,84.0,86.85,81.98,97.26,7,0,91.53,90.25,86.65,87.79,86.24,3,3,82.97,70.88,44.52,51.75,64.31,73.98,64.74,0.007,0.79,0.0,Moderate_Development
TCH_01805,University_E,Management,Assistant Professor,PhD,Contract,2021,Round_2,9,76.13,73.98,86.14,76.29,51.9,13.19,57.36,76.77,8,73.37,85.0,1,13.15,0,1,70.49,48.3,6,1,68.02,73.98,58.58,78.11,5,4,62.43,81.32,85.75,66.15,67.91,7,3,67.46,49.62,29.14,40.09,48.83,52.79,48.04,0.485,0.122,0.0,Improvement_Oriented
TCH_01806,University_C,English,Professor,PhD,Permanent,2025,Round_1,20,86.49,69.07,69.12,84.13,67.79,18.25,77.01,86.78,15,74.75,103.0,2,18.79,0,3,77.99,44.41,3,3,80.87,65.22,71.69,68.92,6,2,77.37,68.12,86.16,77.42,85.59,8,3,81.69,59.58,38.97,40.52,48.58,65.64,50.38,0.418,0.215,0.0,Improvement_Oriented
TCH_01807,University_D,Electrical Engineering,Associate Professor,Postdoctoral,Permanent,2023,Round_2,12,92.52,93.37,85.07,95.32,79.04,18.52,86.09,89.61,20,87.4,106.0,9,15.09,2,6,86.37,74.37,4,2,92.72,85.8,94.09,89.24,3,0,79.08,74.1,94.67,94.35,95.7,6,1,92.71,80.55,57.09,55.42,54.77,85.87,65.31,0.0,0.812,0.01,Moderate_Development
TCH_01808,University_E,Chemistry,Associate Professor,PhD,Permanent,2025,Round_1,14,82.42,77.85,,98.29,76.28,13.93,76.59,70.0,11,73.13,108.0,8,11.74,2,6,79.19,69.32,3,2,73.75,79.99,66.78,85.25,3,0,80.78,83.81,89.38,86.23,85.33,4,2,90.48,65.38,47.51,45.51,49.1,77.15,57.31,0.22,0.492,0.0,Moderate_Development
TCH_01809,University_D,Biotechnology,Associate Professor,Master,Permanent,2022,Round_1,13,74.91,73.44,71.39,78.02,81.67,6.84,85.5,79.43,6,63.24,87.0,6,9.29,0,3,72.22,75.73,5,4,73.27,74.87,79.94,79.37,2,4,65.72,68.02,90.49,86.9,91.8,4,3,78.19,58.91,31.92,51.53,49.59,74.98,57.81,0.205,0.512,0.0,Moderate_Development
TCH_01810,University_B,Education,Associate Professor,PhD,Contract,2023,Round_2,6,76.6,70.02,70.02,78.32,67.99,16.22,55.43,66.84,8,61.59,55.0,5,5.93,0,1,63.75,34.12,5,0,62.58,72.7,73.2,62.37,2,0,66.45,71.7,78.8,76.49,69.59,6,9,73.56,45.31,25.71,32.16,37.93,47.84,34.25,0.879,0.0,0.0,Improvement_Oriented
TCH_01811,University_B,Computer Science,Assistant Professor,PhD,Contract,2021,Round_2,3,96.86,83.79,87.42,88.2,85.64,16.55,82.6,78.53,12,80.63,68.0,8,12.99,1,5,74.69,84.71,3,3,89.97,82.09,94.35,86.71,9,0,90.72,93.01,94.84,87.95,90.76,3,3,84.94,75.4,42.83,55.9,67.45,79.74,65.29,0.0,0.812,0.01,Moderate_Development
TCH_01812,University_A,Electrical Engineering,Associate Professor,PhD,Permanent,2025,Round_2,13,74.17,85.36,77.73,80.1,89.44,11.97,88.72,82.83,12,73.25,94.0,6,19.95,1,2,83.37,70.39,5,1,80.16,74.13,75.8,86.54,2,5,88.5,71.36,91.28,93.21,81.92,4,1,74.1,67.23,42.58,46.45,58.31,75.79,56.53,0.242,0.461,0.0,Moderate_Development
TCH_01813,University_G,Education,Professor,Master,Contract,2021,Round_1,20,93.97,87.63,99.63,93.31,89.94,16.83,94.83,100.0,10,93.51,142.0,6,23.72,0,12,93.45,60.75,7,6,93.69,87.19,88.75,92.04,5,0,99.4,77.81,92.88,80.22,91.33,4,3,95.34,89.65,56.24,65.74,61.98,78.72,70.94,0.0,0.962,0.198,Moderate_Development
